date,admin2,market,category,commodity,pricetype,price
#date,#adm2+name,#loc+market+name,#item+type,#item+name,#item+price+type,#value
2021-04-15,Turkana,Kalobeyei (Village 2),pulses and nuts,Beans (dry),Retail,112.89
2021-04-15,Turkana,Kalobeyei (Village 2),vegetables and fruits,Bananas,Retail,17.92
2021-04-15,Turkana,Kalobeyei (Village 3),cereals and tubers,Maize,Retail,41.17
2021-04-15,Turkana,Kalobeyei (Village 3),cereals and tubers,Maize flour,Retail,63.5
2021-04-15,Turkana,Kalobeyei (Village 3),cereals and tubers,Potatoes (Irish),Retail,54.67
2021-04-15,Turkana,Kalobeyei (Village 3),cereals and tubers,Rice,Retail,100.0
2021-04-15,Turkana,Kalobeyei (Village 3),cereals and tubers,Wheat flour,Retail,71.75
2021-04-15,Turkana,Kalobeyei (Village 3),"meat, fish and eggs",Meat (beef),Retail,480.0
2021-04-15,Turkana,Kalobeyei (Village 3),"meat, fish and eggs",Meat (camel),Retail,480.0
2021-04-15,Turkana,Kalobeyei (Village 3),"meat, fish and eggs",Meat (goat),Retail,500.0
2021-04-15,Turkana,Kalobeyei (Village 3),milk and dairy,Milk (UHT),Retail,73.67
2021-04-15,Turkana,Kalobeyei (Village 3),miscellaneous food,Salt,Retail,11.17
2021-04-15,Turkana,Kalobeyei (Village 3),miscellaneous food,Sugar,Retail,120.0
2021-04-15,Turkana,Kalobeyei (Village 3),oil and fats,Oil (vegetable),Retail,211.67
2021-04-15,Turkana,Kalobeyei (Village 3),pulses and nuts,Beans (dry),Retail,112.0
2021-04-15,Turkana,Kalobeyei (Village 3),vegetables and fruits,Bananas,Retail,16.84
2021-04-15,Turkana,Lodwar town,cereals and tubers,Maize,Retail,50.0
2021-04-15,Turkana,Lodwar town,cereals and tubers,Maize flour,Retail,70.0
2021-04-15,Turkana,Lodwar town,cereals and tubers,Potatoes (Irish),Retail,85.0
2021-04-15,Turkana,Lodwar town,cereals and tubers,Rice,Retail,103.33
2021-04-15,Turkana,Lodwar town,cereals and tubers,Wheat flour,Retail,80.0
2021-04-15,Turkana,Lodwar town,milk and dairy,Milk (UHT),Retail,80.0
2021-04-15,Turkana,Lodwar town,miscellaneous food,Salt,Retail,10.0
2021-04-15,Turkana,Lodwar town,miscellaneous food,Sugar,Retail,120.0
2021-04-15,Turkana,Lodwar town,oil and fats,Cooking fat,Retail,230.0
2021-04-15,Turkana,Lodwar town,oil and fats,Oil (vegetable),Retail,236.67
2021-04-15,Turkana,Lodwar town,pulses and nuts,Beans (dry),Retail,105.0
2021-04-15,Turkana,Lodwar town,vegetables and fruits,Bananas,Retail,20.0
2021-04-15,Turkana,Mogadishu (Kakuma),cereals and tubers,Maize,Retail,48.08
2021-04-15,Turkana,Mogadishu (Kakuma),cereals and tubers,Maize flour,Retail,70.0
2021-04-15,Turkana,Mogadishu (Kakuma),cereals and tubers,Potatoes (Irish),Retail,57.31
2021-04-15,Turkana,Mogadishu (Kakuma),cereals and tubers,Rice,Retail,104.04
2021-04-15,Turkana,Mogadishu (Kakuma),cereals and tubers,Sorghum,Retail,40.0
2021-04-15,Turkana,Mogadishu (Kakuma),cereals and tubers,Wheat flour,Retail,72.69
2021-04-15,Turkana,Mogadishu (Kakuma),"meat, fish and eggs",Meat (beef),Retail,500.0
2021-04-15,Turkana,Mogadishu (Kakuma),"meat, fish and eggs",Meat (camel),Retail,400.0
2021-04-15,Turkana,Mogadishu (Kakuma),"meat, fish and eggs",Meat (goat),Retail,525.0
2021-04-15,Turkana,Mogadishu (Kakuma),milk and dairy,Milk (UHT),Retail,77.37
2021-04-15,Turkana,Mogadishu (Kakuma),milk and dairy,"Milk (camel, fresh)",Retail,200.0
2021-04-15,Turkana,Mogadishu (Kakuma),miscellaneous food,Salt,Retail,12.98
2021-04-15,Turkana,Mogadishu (Kakuma),miscellaneous food,Sugar,Retail,118.65
2021-04-15,Turkana,Mogadishu (Kakuma),oil and fats,Cooking fat,Retail,200.0
2021-04-15,Turkana,Mogadishu (Kakuma),oil and fats,Oil (vegetable),Retail,215.96
2021-04-15,Turkana,Mogadishu (Kakuma),pulses and nuts,Beans (dry),Retail,116.15
2021-04-15,Turkana,Mogadishu (Kakuma),vegetables and fruits,Bananas,Retail,20.0
2021-05-15,Nairobi,Dandora (Nairobi),cereals and tubers,Maize,Retail,50.12
2021-05-15,Nairobi,Dandora (Nairobi),cereals and tubers,Maize flour,Retail,52.5
2021-05-15,Nairobi,Dandora (Nairobi),cereals and tubers,Potatoes (Irish),Retail,55.71
2021-05-15,Nairobi,Dandora (Nairobi),cereals and tubers,Rice,Retail,98.18
2021-05-15,Nairobi,Dandora (Nairobi),cereals and tubers,Sorghum,Retail,80.5
2021-05-15,Nairobi,Dandora (Nairobi),cereals and tubers,Wheat flour,Retail,65.0
2021-05-15,Nairobi,Dandora (Nairobi),"meat, fish and eggs",Meat (beef),Retail,596.67
2021-05-15,Nairobi,Dandora (Nairobi),milk and dairy,Milk (UHT),Retail,50.0
2021-05-15,Nairobi,Dandora (Nairobi),miscellaneous food,Salt,Retail,10.0
2021-05-15,Nairobi,Dandora (Nairobi),miscellaneous food,Sugar,Retail,100.0
2021-05-15,Nairobi,Dandora (Nairobi),oil and fats,Oil (vegetable),Retail,191.5
2021-05-15,Nairobi,Dandora (Nairobi),pulses and nuts,Beans (dry),Retail,100.63
2021-05-15,Nairobi,Dandora (Nairobi),vegetables and fruits,Bananas,Retail,5.0
2021-05-15,Nairobi,Kangemi (Nairobi),cereals and tubers,Maize,Retail,50.0
2021-05-15,Nairobi,Kangemi (Nairobi),cereals and tubers,Maize flour,Retail,54.93
2021-05-15,Nairobi,Kangemi (Nairobi),cereals and tubers,Potatoes (Irish),Retail,50.0
2021-05-15,Nairobi,Kangemi (Nairobi),cereals and tubers,Rice,Retail,100.0
2021-05-15,Nairobi,Kangemi (Nairobi),cereals and tubers,Sorghum,Retail,80.0
2021-05-15,Nairobi,Kangemi (Nairobi),cereals and tubers,Wheat flour,Retail,60.26
2021-05-15,Nairobi,Kangemi (Nairobi),"meat, fish and eggs",Meat (beef),Retail,563.15
2021-05-15,Nairobi,Kangemi (Nairobi),milk and dairy,Milk (UHT),Retail,52.14
2021-05-15,Nairobi,Kangemi (Nairobi),milk and dairy,"Milk (camel, fresh)",Retail,65.0
2021-05-15,Nairobi,Kangemi (Nairobi),miscellaneous food,Salt,Retail,8.24
2021-05-15,Nairobi,Kangemi (Nairobi),miscellaneous food,Sugar,Retail,109.48
2021-05-15,Nairobi,Kangemi (Nairobi),oil and fats,Oil (vegetable),Retail,200.0
2021-05-15,Nairobi,Kangemi (Nairobi),pulses and nuts,Beans (dry),Retail,105.09
2021-05-15,Nairobi,Kangemi (Nairobi),vegetables and fruits,Bananas,Retail,5.0
2021-05-15,Nairobi,Kawangware (Nairobi),cereals and tubers,Maize,Retail,49.55
2021-05-15,Nairobi,Kawangware (Nairobi),cereals and tubers,Maize flour,Retail,53.84
2021-05-15,Nairobi,Kawangware (Nairobi),cereals and tubers,Potatoes (Irish),Retail,50.0
2021-05-15,Nairobi,Kawangware (Nairobi),cereals and tubers,Rice,Retail,100.0
2021-05-15,Nairobi,Kawangware (Nairobi),cereals and tubers,Sorghum,Retail,79.22
2021-05-15,Nairobi,Kawangware (Nairobi),cereals and tubers,Wheat flour,Retail,60.01
2021-05-15,Nairobi,Kawangware (Nairobi),"meat, fish and eggs",Meat (beef),Retail,559.33
2021-05-15,Nairobi,Kawangware (Nairobi),milk and dairy,Milk (UHT),Retail,51.91
2021-05-15,Nairobi,Kawangware (Nairobi),milk and dairy,"Milk (camel, fresh)",Retail,65.0
2021-05-15,Nairobi,Kawangware (Nairobi),miscellaneous food,Salt,Retail,7.93
2021-05-15,Nairobi,Kawangware (Nairobi),miscellaneous food,Sugar,Retail,108.9
2021-05-15,Nairobi,Kawangware (Nairobi),oil and fats,Oil (vegetable),Retail,200.0
2021-05-15,Nairobi,Kawangware (Nairobi),pulses and nuts,Beans (dry),Retail,105.92
2021-05-15,Nairobi,Kawangware (Nairobi),vegetables and fruits,Bananas,Retail,5.0
2021-05-15,Nairobi,Kibra (Nairobi),cereals and tubers,Maize,Retail,50.0
2021-05-15,Nairobi,Kibra (Nairobi),cereals and tubers,Maize flour,Retail,53.83
2021-05-15,Nairobi,Kibra (Nairobi),cereals and tubers,Potatoes (Irish),Retail,58.79
2021-05-15,Nairobi,Kibra (Nairobi),cereals and tubers,Rice,Retail,100.0
2021-05-15,Nairobi,Kibra (Nairobi),cereals and tubers,Sorghum,Retail,80.0
2021-05-15,Nairobi,Kibra (Nairobi),cereals and tubers,Wheat flour,Retail,67.33
2021-05-15,Nairobi,Kibra (Nairobi),milk and dairy,Milk (UHT),Retail,50.0
2021-05-15,Nairobi,Kibra (Nairobi),miscellaneous food,Salt,Retail,10.0
2021-05-15,Nairobi,Kibra (Nairobi),miscellaneous food,Sugar,Retail,100.0
2021-05-15,Nairobi,Kibra (Nairobi),oil and fats,Cooking fat,Retail,150.0
2021-05-15,Nairobi,Kibra (Nairobi),oil and fats,Oil (vegetable),Retail,197.67
2021-05-15,Nairobi,Kibra (Nairobi),pulses and nuts,Beans (dry),Retail,109.67
2021-05-15,Nairobi,Kibra (Nairobi),vegetables and fruits,Bananas,Retail,5.0
2021-05-15,Nairobi,Mathare (Nairobi),cereals and tubers,Maize,Retail,50.78
2021-05-15,Nairobi,Mathare (Nairobi),cereals and tubers,Maize flour,Retail,54.74
2021-05-15,Nairobi,Mathare (Nairobi),cereals and tubers,Potatoes (Irish),Retail,50.58
2021-05-15,Nairobi,Mathare (Nairobi),cereals and tubers,Rice,Retail,100.33
2021-05-15,Nairobi,Mathare (Nairobi),cereals and tubers,Sorghum,Retail,70.0
2021-05-15,Nairobi,Mathare (Nairobi),cereals and tubers,Wheat flour,Retail,68.83
2021-05-15,Nairobi,Mathare (Nairobi),"meat, fish and eggs",Meat (beef),Retail,557.33
2021-05-15,Nairobi,Mathare (Nairobi),milk and dairy,Milk (UHT),Retail,50.0
2021-05-15,Nairobi,Mathare (Nairobi),milk and dairy,"Milk (camel, fresh)",Retail,60.0
2021-05-15,Nairobi,Mathare (Nairobi),miscellaneous food,Salt,Retail,10.0
2021-05-15,Nairobi,Mathare (Nairobi),miscellaneous food,Sugar,Retail,100.24
2021-05-15,Nairobi,Mathare (Nairobi),oil and fats,Cooking fat,Retail,144.89
2021-05-15,Nairobi,Mathare (Nairobi),oil and fats,Oil (vegetable),Retail,200.0
2021-05-15,Nairobi,Mathare (Nairobi),pulses and nuts,Beans (dry),Retail,109.93
2021-05-15,Nairobi,Mathare (Nairobi),vegetables and fruits,Bananas,Retail,5.0
2021-05-15,Nairobi,Mukuru (Nairobi),cereals and tubers,Maize,Retail,50.0
2021-05-15,Nairobi,Mukuru (Nairobi),cereals and tubers,Maize flour,Retail,54.68
2021-05-15,Nairobi,Mukuru (Nairobi),cereals and tubers,Potatoes (Irish),Retail,49.83
2021-05-15,Nairobi,Mukuru (Nairobi),cereals and tubers,Rice,Retail,100.0
2021-05-15,Nairobi,Mukuru (Nairobi),cereals and tubers,Sorghum,Retail,68.83
2021-05-15,Nairobi,Mukuru (Nairobi),cereals and tubers,Wheat flour,Retail,69.83
2021-05-15,Nairobi,Mukuru (Nairobi),"meat, fish and eggs",Meat (beef),Retail,566.67
2021-05-15,Nairobi,Mukuru (Nairobi),milk and dairy,Milk (UHT),Retail,50.0
2021-05-15,Nairobi,Mukuru (Nairobi),miscellaneous food,Salt,Retail,10.0
2021-05-15,Nairobi,Mukuru (Nairobi),miscellaneous food,Sugar,Retail,100.17
2021-05-15,Nairobi,Mukuru (Nairobi),oil and fats,Cooking fat,Retail,146.0
2021-05-15,Nairobi,Mukuru (Nairobi),oil and fats,Oil (vegetable),Retail,200.0
2021-05-15,Nairobi,Mukuru (Nairobi),pulses and nuts,Beans (dry),Retail,110.13
2021-05-15,Nairobi,Mukuru (Nairobi),vegetables and fruits,Bananas,Retail,5.0
2021-05-15,Garissa,Dagahaley (Daadab),cereals and tubers,Maize,Retail,49.57
2021-05-15,Garissa,Dagahaley (Daadab),cereals and tubers,Maize flour,Retail,62.08
2021-05-15,Garissa,Dagahaley (Daadab),cereals and tubers,Potatoes (Irish),Retail,54.56
2021-05-15,Garissa,Dagahaley (Daadab),cereals and tubers,Rice,Retail,80.61
2021-05-15,Garissa,Dagahaley (Daadab),cereals and tubers,Sorghum,Retail,45.32
2021-05-15,Garissa,Dagahaley (Daadab),cereals and tubers,Wheat flour,Retail,70.59
2021-05-15,Garissa,Dagahaley (Daadab),"meat, fish and eggs",Meat (camel),Retail,700.0
2021-05-15,Garissa,Dagahaley (Daadab),milk and dairy,Milk (UHT),Retail,52.08
2021-05-15,Garissa,Dagahaley (Daadab),miscellaneous food,Salt,Retail,9.97
2021-05-15,Garissa,Dagahaley (Daadab),miscellaneous food,Sugar,Retail,96.59
2021-05-15,Garissa,Dagahaley (Daadab),oil and fats,Cooking fat,Retail,200.0
2021-05-15,Garissa,Dagahaley (Daadab),oil and fats,Oil (vegetable),Retail,196.88
2021-05-15,Garissa,Dagahaley (Daadab),pulses and nuts,Beans (dry),Retail,99.84
2021-05-15,Garissa,Dagahaley (Daadab),vegetables and fruits,Bananas,Retail,8.89
2021-05-15,Garissa,Hagadera (Daadab),cereals and tubers,Maize,Retail,49.42
2021-05-15,Garissa,Hagadera (Daadab),cereals and tubers,Maize flour,Retail,62.54
2021-05-15,Garissa,Hagadera (Daadab),cereals and tubers,Potatoes (Irish),Retail,59.05
2021-05-15,Garissa,Hagadera (Daadab),cereals and tubers,Rice,Retail,84.95
2021-05-15,Garissa,Hagadera (Daadab),cereals and tubers,Sorghum,Retail,47.78
2021-05-15,Garissa,Hagadera (Daadab),cereals and tubers,Wheat flour,Retail,70.32
2021-05-15,Garissa,Hagadera (Daadab),"meat, fish and eggs",Meat (camel),Retail,500.0
2021-05-15,Garissa,Hagadera (Daadab),"meat, fish and eggs",Meat (goat),Retail,550.0
2021-05-15,Garissa,Hagadera (Daadab),milk and dairy,Milk (UHT),Retail,58.06
2021-05-15,Garissa,Hagadera (Daadab),miscellaneous food,Salt,Retail,11.88
2021-05-15,Garissa,Hagadera (Daadab),miscellaneous food,Sugar,Retail,98.14
2021-05-15,Garissa,Hagadera (Daadab),oil and fats,Oil (vegetable),Retail,198.87
2021-05-15,Garissa,Hagadera (Daadab),pulses and nuts,Beans (dry),Retail,91.83
2021-05-15,Garissa,Hagadera (Daadab),vegetables and fruits,Bananas,Retail,9.79
2021-05-15,Garissa,IFO (Daadab),cereals and tubers,Maize,Retail,48.64
2021-05-15,Garissa,IFO (Daadab),cereals and tubers,Maize flour,Retail,62.08
2021-05-15,Garissa,IFO (Daadab),cereals and tubers,Potatoes (Irish),Retail,62.49
2021-05-15,Garissa,IFO (Daadab),cereals and tubers,Rice,Retail,81.28
2021-05-15,Garissa,IFO (Daadab),cereals and tubers,Sorghum,Retail,33.0
2021-05-15,Garissa,IFO (Daadab),cereals and tubers,Wheat flour,Retail,73.69
2021-05-15,Garissa,IFO (Daadab),"meat, fish and eggs",Meat (beef),Retail,480.0
2021-05-15,Garissa,IFO (Daadab),"meat, fish and eggs",Meat (camel),Retail,572.3
2021-05-15,Garissa,IFO (Daadab),"meat, fish and eggs",Meat (goat),Retail,533.33
2021-05-15,Garissa,IFO (Daadab),milk and dairy,Milk (UHT),Retail,62.35
2021-05-15,Garissa,IFO (Daadab),milk and dairy,"Milk (camel, fresh)",Retail,200.0
2021-05-15,Garissa,IFO (Daadab),miscellaneous food,Salt,Retail,10.08
2021-05-15,Garissa,IFO (Daadab),miscellaneous food,Sugar,Retail,97.55
2021-05-15,Garissa,IFO (Daadab),oil and fats,Oil (vegetable),Retail,198.59
2021-05-15,Garissa,IFO (Daadab),pulses and nuts,Beans (dry),Retail,99.41
2021-05-15,Garissa,IFO (Daadab),vegetables and fruits,Bananas,Retail,9.77
2021-05-15,Baringo,Marigat town (Baringo),cereals and tubers,Maize,Retail,35.0
2021-05-15,Baringo,Marigat town (Baringo),cereals and tubers,Maize flour,Retail,60.0
2021-05-15,Baringo,Marigat town (Baringo),cereals and tubers,Potatoes (Irish),Retail,50.0
2021-05-15,Baringo,Marigat town (Baringo),cereals and tubers,Rice,Retail,100.0
2021-05-15,Baringo,Marigat town (Baringo),cereals and tubers,Sorghum,Retail,80.0
2021-05-15,Baringo,Marigat town (Baringo),cereals and tubers,Wheat flour,Retail,70.0
2021-05-15,Baringo,Marigat town (Baringo),"meat, fish and eggs",Meat (beef),Retail,500.0
2021-05-15,Baringo,Marigat town (Baringo),milk and dairy,Milk (UHT),Retail,60.0
2021-05-15,Baringo,Marigat town (Baringo),milk and dairy,"Milk (camel, fresh)",Retail,80.0
2021-05-15,Baringo,Marigat town (Baringo),miscellaneous food,Salt,Retail,10.0
2021-05-15,Baringo,Marigat town (Baringo),miscellaneous food,Sugar,Retail,110.0
2021-05-15,Baringo,Marigat town (Baringo),oil and fats,Cooking fat,Retail,180.0
2021-05-15,Baringo,Marigat town (Baringo),oil and fats,Oil (vegetable),Retail,240.0
2021-05-15,Baringo,Marigat town (Baringo),pulses and nuts,Beans (dry),Retail,100.0
2021-05-15,Baringo,Marigat town (Baringo),vegetables and fruits,Bananas,Retail,5.0
2021-05-15,Turkana,Ethiopia (Kakuma),cereals and tubers,Maize,Retail,37.41
2021-05-15,Turkana,Ethiopia (Kakuma),cereals and tubers,Maize flour,Retail,68.06
2021-05-15,Turkana,Ethiopia (Kakuma),cereals and tubers,Potatoes (Irish),Retail,50.0
2021-05-15,Turkana,Ethiopia (Kakuma),cereals and tubers,Rice,Retail,101.94
2021-05-15,Turkana,Ethiopia (Kakuma),cereals and tubers,Sorghum,Retail,50.0
2021-05-15,Turkana,Ethiopia (Kakuma),cereals and tubers,Wheat flour,Retail,70.97
2021-05-15,Turkana,Ethiopia (Kakuma),"meat, fish and eggs",Meat (beef),Retail,500.0
2021-05-15,Turkana,Ethiopia (Kakuma),milk and dairy,Milk (UHT),Retail,70.0
2021-05-15,Turkana,Ethiopia (Kakuma),miscellaneous food,Salt,Retail,11.11
2021-05-15,Turkana,Ethiopia (Kakuma),miscellaneous food,Sugar,Retail,114.17
2021-05-15,Turkana,Ethiopia (Kakuma),oil and fats,Oil (vegetable),Retail,200.0
2021-05-15,Turkana,Ethiopia (Kakuma),pulses and nuts,Beans (dry),Retail,100.0
2021-05-15,Turkana,Ethiopia (Kakuma),vegetables and fruits,Bananas,Retail,16.11
2021-05-15,Turkana,HongKong (Kakuma),cereals and tubers,Maize,Retail,40.0
2021-05-15,Turkana,HongKong (Kakuma),cereals and tubers,Maize flour,Retail,62.22
2021-05-15,Turkana,HongKong (Kakuma),cereals and tubers,Potatoes (Irish),Retail,52.22
2021-05-15,Turkana,HongKong (Kakuma),cereals and tubers,Rice,Retail,100.0
2021-05-15,Turkana,HongKong (Kakuma),cereals and tubers,Wheat flour,Retail,71.11
2021-05-15,Turkana,HongKong (Kakuma),"meat, fish and eggs",Meat (beef),Retail,500.0
2021-05-15,Turkana,HongKong (Kakuma),"meat, fish and eggs",Meat (camel),Retail,500.0
2021-05-15,Turkana,HongKong (Kakuma),"meat, fish and eggs",Meat (goat),Retail,500.0
2021-05-15,Turkana,HongKong (Kakuma),milk and dairy,Milk (UHT),Retail,70.28
2021-05-15,Turkana,HongKong (Kakuma),miscellaneous food,Salt,Retail,12.59
2021-05-15,Turkana,HongKong (Kakuma),miscellaneous food,Sugar,Retail,112.22
2021-05-15,Turkana,HongKong (Kakuma),oil and fats,Oil (vegetable),Retail,204.44
2021-05-15,Turkana,HongKong (Kakuma),pulses and nuts,Beans (dry),Retail,100.0
2021-05-15,Turkana,HongKong (Kakuma),vegetables and fruits,Bananas,Retail,20.0
2021-05-15,Turkana,Kakuma 2,cereals and tubers,Maize,Retail,41.11
2021-05-15,Turkana,Kakuma 2,cereals and tubers,Maize flour,Retail,66.39
2021-05-15,Turkana,Kakuma 2,cereals and tubers,Potatoes (Irish),Retail,50.0
2021-05-15,Turkana,Kakuma 2,cereals and tubers,Rice,Retail,100.0
2021-05-15,Turkana,Kakuma 2,cereals and tubers,Wheat flour,Retail,70.0
2021-05-15,Turkana,Kakuma 2,"meat, fish and eggs",Meat (camel),Retail,480.0
2021-05-15,Turkana,Kakuma 2,"meat, fish and eggs",Meat (goat),Retail,480.0
2021-05-15,Turkana,Kakuma 2,milk and dairy,Milk (UHT),Retail,70.0
2021-05-15,Turkana,Kakuma 2,miscellaneous food,Salt,Retail,10.0
2021-05-15,Turkana,Kakuma 2,miscellaneous food,Sugar,Retail,112.22
2021-05-15,Turkana,Kakuma 2,oil and fats,Oil (vegetable),Retail,200.0
2021-05-15,Turkana,Kakuma 2,pulses and nuts,Beans (dry),Retail,108.89
2021-05-15,Turkana,Kakuma 2,vegetables and fruits,Bananas,Retail,15.0
2021-05-15,Turkana,Kakuma 3,cereals and tubers,Maize,Retail,40.5
2021-05-15,Turkana,Kakuma 3,cereals and tubers,Maize flour,Retail,63.75
2021-05-15,Turkana,Kakuma 3,cereals and tubers,Potatoes (Irish),Retail,50.75
2021-05-15,Turkana,Kakuma 3,cereals and tubers,Rice,Retail,100.0
2021-05-15,Turkana,Kakuma 3,cereals and tubers,Sorghum,Retail,30.0
2021-05-15,Turkana,Kakuma 3,cereals and tubers,Wheat flour,Retail,70.2
2021-05-15,Turkana,Kakuma 3,"meat, fish and eggs",Meat (camel),Retail,453.33
2021-05-15,Turkana,Kakuma 3,"meat, fish and eggs",Meat (goat),Retail,486.67
2021-05-15,Turkana,Kakuma 3,milk and dairy,Milk (UHT),Retail,76.67
2021-05-15,Turkana,Kakuma 3,miscellaneous food,Salt,Retail,10.5
2021-05-15,Turkana,Kakuma 3,miscellaneous food,Sugar,Retail,113.0
2021-05-15,Turkana,Kakuma 3,oil and fats,Oil (vegetable),Retail,204.0
2021-05-15,Turkana,Kakuma 3,pulses and nuts,Beans (dry),Retail,108.0
2021-05-15,Turkana,Kakuma 3,vegetables and fruits,Bananas,Retail,20.0
2021-05-15,Turkana,Kakuma 4,cereals and tubers,Maize,Retail,43.33
2021-05-15,Turkana,Kakuma 4,cereals and tubers,Maize flour,Retail,67.78
2021-05-15,Turkana,Kakuma 4,cereals and tubers,Potatoes (Irish),Retail,50.0
2021-05-15,Turkana,Kakuma 4,cereals and tubers,Rice,Retail,100.0
2021-05-15,Turkana,Kakuma 4,cereals and tubers,Wheat flour,Retail,73.33
2021-05-15,Turkana,Kakuma 4,"meat, fish and eggs",Meat (beef),Retail,495.56
2021-05-15,Turkana,Kakuma 4,"meat, fish and eggs",Meat (goat),Retail,500.0
2021-05-15,Turkana,Kakuma 4,milk and dairy,Milk (UHT),Retail,75.56
2021-05-15,Turkana,Kakuma 4,miscellaneous food,Salt,Retail,13.06
2021-05-15,Turkana,Kakuma 4,miscellaneous food,Sugar,Retail,118.89
2021-05-15,Turkana,Kakuma 4,oil and fats,Oil (vegetable),Retail,202.22
2021-05-15,Turkana,Kakuma 4,pulses and nuts,Beans (dry),Retail,101.11
2021-05-15,Turkana,Kakuma 4,vegetables and fruits,Bananas,Retail,15.0
2021-05-15,Turkana,Kalobeyei (Village 1),cereals and tubers,Maize,Retail,40.15
2021-05-15,Turkana,Kalobeyei (Village 1),cereals and tubers,Maize flour,Retail,61.48
2021-05-15,Turkana,Kalobeyei (Village 1),cereals and tubers,Potatoes (Irish),Retail,51.11
2021-05-15,Turkana,Kalobeyei (Village 1),cereals and tubers,Rice,Retail,100.0
2021-05-15,Turkana,Kalobeyei (Village 1),cereals and tubers,Wheat flour,Retail,70.37
2021-05-15,Turkana,Kalobeyei (Village 1),"meat, fish and eggs",Meat (beef),Retail,465.0
2021-05-15,Turkana,Kalobeyei (Village 1),"meat, fish and eggs",Meat (goat),Retail,500.0
2021-05-15,Turkana,Kalobeyei (Village 1),milk and dairy,Milk (UHT),Retail,80.0
2021-05-15,Turkana,Kalobeyei (Village 1),miscellaneous food,Salt,Retail,10.37
2021-05-15,Turkana,Kalobeyei (Village 1),miscellaneous food,Sugar,Retail,112.22
2021-05-15,Turkana,Kalobeyei (Village 1),oil and fats,Oil (vegetable),Retail,201.48
2021-05-15,Turkana,Kalobeyei (Village 1),pulses and nuts,Beans (dry),Retail,100.0
2021-05-15,Turkana,Kalobeyei (Village 1),vegetables and fruits,Bananas,Retail,20.0
2021-05-15,Turkana,Kalobeyei (Village 2),cereals and tubers,Maize,Retail,39.33
2021-05-15,Turkana,Kalobeyei (Village 2),cereals and tubers,Maize flour,Retail,61.11
2021-05-15,Turkana,Kalobeyei (Village 2),cereals and tubers,Potatoes (Irish),Retail,50.0
2021-05-15,Turkana,Kalobeyei (Village 2),cereals and tubers,Rice,Retail,100.0
2021-05-15,Turkana,Kalobeyei (Village 2),cereals and tubers,Wheat flour,Retail,70.0
2021-05-15,Turkana,Kalobeyei (Village 2),"meat, fish and eggs",Meat (beef),Retail,500.0
2021-05-15,Turkana,Kalobeyei (Village 2),"meat, fish and eggs",Meat (goat),Retail,500.0
2021-05-15,Turkana,Kalobeyei (Village 2),milk and dairy,Milk (UHT),Retail,70.0
2021-05-15,Turkana,Kalobeyei (Village 2),miscellaneous food,Salt,Retail,10.0
2021-05-15,Turkana,Kalobeyei (Village 2),miscellaneous food,Sugar,Retail,117.78
2021-05-15,Turkana,Kalobeyei (Village 2),oil and fats,Oil (vegetable),Retail,200.0
2021-05-15,Turkana,Kalobeyei (Village 2),pulses and nuts,Beans (dry),Retail,102.22
2021-05-15,Turkana,Kalobeyei (Village 2),vegetables and fruits,Bananas,Retail,15.0
2021-05-15,Turkana,Kalobeyei (Village 3),cereals and tubers,Maize,Retail,40.0
2021-05-15,Turkana,Kalobeyei (Village 3),cereals and tubers,Maize flour,Retail,60.0
2021-05-15,Turkana,Kalobeyei (Village 3),cereals and tubers,Potatoes (Irish),Retail,50.0
2021-05-15,Turkana,Kalobeyei (Village 3),cereals and tubers,Rice,Retail,100.0
2021-05-15,Turkana,Kalobeyei (Village 3),cereals and tubers,Wheat flour,Retail,70.0
2021-05-15,Turkana,Kalobeyei (Village 3),"meat, fish and eggs",Meat (beef),Retail,480.0
2021-05-15,Turkana,Kalobeyei (Village 3),"meat, fish and eggs",Meat (goat),Retail,500.0
2021-05-15,Turkana,Kalobeyei (Village 3),milk and dairy,Milk (UHT),Retail,70.0
2021-05-15,Turkana,Kalobeyei (Village 3),miscellaneous food,Salt,Retail,10.0
2021-05-15,Turkana,Kalobeyei (Village 3),miscellaneous food,Sugar,Retail,120.0
2021-05-15,Turkana,Kalobeyei (Village 3),oil and fats,Oil (vegetable),Retail,122.22
2021-05-15,Turkana,Kalobeyei (Village 3),pulses and nuts,Beans (dry),Retail,100.0
2021-05-15,Turkana,Kalobeyei (Village 3),vegetables and fruits,Bananas,Retail,15.0
2021-05-15,Turkana,Lodwar town,cereals and tubers,Maize,Retail,42.5
2021-05-15,Turkana,Lodwar town,cereals and tubers,Maize flour,Retail,70.0
2021-05-15,Turkana,Lodwar town,cereals and tubers,Potatoes (Irish),Retail,100.0
2021-05-15,Turkana,Lodwar town,cereals and tubers,Rice,Retail,103.75
2021-05-15,Turkana,Lodwar town,cereals and tubers,Wheat flour,Retail,80.0
2021-05-15,Turkana,Lodwar town,milk and dairy,Milk (UHT),Retail,40.0
2021-05-15,Turkana,Lodwar town,miscellaneous food,Salt,Retail,13.75
2021-05-15,Turkana,Lodwar town,miscellaneous food,Sugar,Retail,113.33
2021-05-15,Turkana,Lodwar town,oil and fats,Cooking fat,Retail,120.0
2021-05-15,Turkana,Lodwar town,oil and fats,Oil (vegetable),Retail,250.0
2021-05-15,Turkana,Lodwar town,pulses and nuts,Beans (dry),Retail,110.0
