date,admin2,market,category,commodity,pricetype,price
#date,#adm2+name,#loc+market+name,#item+type,#item+name,#item+price+type,#value
2006-11-15,Marsabit,Marsabit,cereals and tubers,Maize (white),Retail,20.0
2006-11-15,Nairobi,Nairobi,cereals and tubers,Bread,Retail,27.0
2006-11-15,Nairobi,Nairobi,cereals and tubers,Maize,Wholesale,14.19
2006-11-15,Nairobi,Nairobi,cereals and tubers,Maize (white),Wholesale,1273.6
2006-11-15,Nairobi,Nairobi,cereals and tubers,Potatoes (Irish),Wholesale,955.55
2006-11-15,Nairobi,Nairobi,cereals and tubers,Sorghum,Wholesale,2108.0
2006-11-15,Nairobi,Nairobi,milk and dairy,"Milk (cow, pasteurized)",Retail,20.0
2006-11-15,Nairobi,Nairobi,oil and fats,Oil (vegetable),Retail,135.0
2006-11-15,Nairobi,Nairobi,pulses and nuts,Beans,Wholesale,34.03
2006-11-15,Nairobi,Nairobi,pulses and nuts,Beans (dry),Wholesale,3032.0
2006-11-15,Mandera,Mandera,cereals and tubers,Maize (white),Retail,31.0
2006-11-15,Kisumu,Kisumu,cereals and tubers,Maize,Wholesale,14.0
2006-11-15,Kisumu,Kisumu,cereals and tubers,Maize (white),Wholesale,1400.0
2006-11-15,Kisumu,Kisumu,cereals and tubers,Potatoes (Irish),Wholesale,894.44
2006-11-15,Kisumu,Kisumu,cereals and tubers,Sorghum,Wholesale,1670.0
2006-11-15,Kisumu,Kisumu,pulses and nuts,Beans,Wholesale,31.47
2006-11-15,Kisumu,Kisumu,pulses and nuts,Beans (dry),Wholesale,3200.0
2006-11-15,Turkana,Lodwar (Turkana),cereals and tubers,Maize (white),Retail,28.0
2006-11-15,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Maize,Wholesale,10.9
2006-11-15,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Maize (white),Wholesale,1000.0
2006-11-15,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Potatoes (Irish),Wholesale,736.11
2006-11-15,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Sorghum,Wholesale,1200.0
2006-11-15,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans,Wholesale,42.22
2006-11-15,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans (dry),Wholesale,2675.0
2006-12-15,Mombasa,Mombasa,cereals and tubers,Maize,Wholesale,12.73
2006-12-15,Mombasa,Mombasa,cereals and tubers,Maize (white),Wholesale,1123.12
2006-12-15,Mombasa,Mombasa,pulses and nuts,Beans,Wholesale,27.81
2006-12-15,Mombasa,Mombasa,pulses and nuts,Beans (dry),Wholesale,2758.75
2006-12-15,Kitui,Kitui,cereals and tubers,Maize (white),Retail,20.0
2006-12-15,Kitui,Kitui,pulses and nuts,Beans (dry),Retail,44.0
2006-12-15,Marsabit,Marsabit,cereals and tubers,Maize (white),Retail,20.0
2006-12-15,Nairobi,Nairobi,cereals and tubers,Bread,Retail,27.0
2006-12-15,Nairobi,Nairobi,cereals and tubers,Maize,Wholesale,13.34
2006-12-15,Nairobi,Nairobi,cereals and tubers,Maize (white),Wholesale,1245.0
2006-12-15,Nairobi,Nairobi,cereals and tubers,Potatoes (Irish),Wholesale,1122.22
2006-12-15,Nairobi,Nairobi,cereals and tubers,Sorghum,Wholesale,1877.5
2006-12-15,Nairobi,Nairobi,milk and dairy,"Milk (cow, pasteurized)",Retail,24.0
2006-12-15,Nairobi,Nairobi,oil and fats,Oil (vegetable),Retail,140.0
2006-12-15,Nairobi,Nairobi,pulses and nuts,Beans,Wholesale,31.98
2006-12-15,Nairobi,Nairobi,pulses and nuts,Beans (dry),Wholesale,3078.0
2006-12-15,Mandera,Mandera,cereals and tubers,Maize (white),Retail,28.0
2006-12-15,Kisumu,Kisumu,cereals and tubers,Maize,Wholesale,15.25
2006-12-15,Kisumu,Kisumu,cereals and tubers,Maize (white),Wholesale,1400.0
2006-12-15,Kisumu,Kisumu,cereals and tubers,Potatoes (Irish),Wholesale,796.1
2006-12-15,Kisumu,Kisumu,cereals and tubers,Sorghum,Wholesale,1400.0
2006-12-15,Kisumu,Kisumu,pulses and nuts,Beans,Wholesale,34.71
2006-12-15,Kisumu,Kisumu,pulses and nuts,Beans (dry),Wholesale,3467.0
2006-12-15,Turkana,Lodwar (Turkana),cereals and tubers,Maize (white),Retail,28.0
2006-12-15,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Maize,Wholesale,11.27
2006-12-15,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Maize (white),Wholesale,1000.0
2006-12-15,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Potatoes (Irish),Wholesale,555.55
2006-12-15,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Sorghum,Wholesale,1400.0
2006-12-15,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans,Wholesale,40.76
2006-12-15,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans (dry),Wholesale,2600.0
2007-01-15,Mombasa,Mombasa,cereals and tubers,Maize,Wholesale,11.66
2007-01-15,Mombasa,Mombasa,cereals and tubers,Maize (white),Wholesale,1061.9
2007-01-15,Mombasa,Mombasa,pulses and nuts,Beans,Wholesale,33.17
2007-01-15,Mombasa,Mombasa,pulses and nuts,Beans (dry),Wholesale,3000.0
2007-01-15,Kitui,Kitui,cereals and tubers,Maize (white),Retail,18.0
2007-01-15,Kitui,Kitui,pulses and nuts,Beans (dry),Retail,37.0
2007-01-15,Marsabit,Marsabit,cereals and tubers,Maize (white),Retail,16.0
2007-01-15,Nairobi,Nairobi,cereals and tubers,Bread,Retail,27.0
2007-01-15,Nairobi,Nairobi,cereals and tubers,Maize,Wholesale,15.0
2007-01-15,Nairobi,Nairobi,cereals and tubers,Maize (white),Wholesale,1337.5
2007-01-15,Nairobi,Nairobi,cereals and tubers,Potatoes (Irish),Wholesale,1402.77
2007-01-15,Nairobi,Nairobi,cereals and tubers,Sorghum,Wholesale,1677.27
2007-01-15,Nairobi,Nairobi,milk and dairy,"Milk (cow, pasteurized)",Retail,20.0
2007-01-15,Nairobi,Nairobi,oil and fats,Oil (vegetable),Retail,130.0
2007-01-15,Nairobi,Nairobi,pulses and nuts,Beans,Wholesale,33.38
2007-01-15,Nairobi,Nairobi,pulses and nuts,Beans (dry),Wholesale,3107.0
2007-01-15,Mandera,Mandera,cereals and tubers,Maize (white),Retail,20.0
2007-01-15,Kisumu,Kisumu,cereals and tubers,Maize,Wholesale,15.47
2007-01-15,Kisumu,Kisumu,cereals and tubers,Maize (white),Wholesale,1400.0
2007-01-15,Kisumu,Kisumu,cereals and tubers,Potatoes (Irish),Wholesale,850.42
2007-01-15,Kisumu,Kisumu,cereals and tubers,Sorghum,Wholesale,1400.0
2007-01-15,Kisumu,Kisumu,pulses and nuts,Beans,Wholesale,38.2
2007-01-15,Kisumu,Kisumu,pulses and nuts,Beans (dry),Wholesale,3300.0
2007-01-15,Turkana,Lodwar (Turkana),cereals and tubers,Maize (white),Retail,30.0
2007-01-15,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Maize,Wholesale,10.71
2007-01-15,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Maize (white),Wholesale,947.5
2007-01-15,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Potatoes (Irish),Wholesale,675.0
2007-01-15,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Sorghum,Wholesale,1340.0
2007-01-15,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans,Wholesale,43.47
2007-01-15,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans (dry),Wholesale,2730.0
2007-02-15,Mombasa,Mombasa,cereals and tubers,Maize,Wholesale,12.24
2007-02-15,Mombasa,Mombasa,cereals and tubers,Maize (white),Wholesale,1062.5
2007-02-15,Mombasa,Mombasa,pulses and nuts,Beans,Wholesale,33.36
2007-02-15,Mombasa,Mombasa,pulses and nuts,Beans (dry),Wholesale,3052.5
2007-02-15,Kitui,Kitui,cereals and tubers,Maize (white),Retail,17.0
2007-02-15,Kitui,Kitui,pulses and nuts,Beans (dry),Retail,30.0
2007-02-15,Marsabit,Marsabit,cereals and tubers,Maize (white),Retail,16.0
2007-02-15,Nairobi,Nairobi,cereals and tubers,Bread,Retail,27.0
2007-02-15,Nairobi,Nairobi,cereals and tubers,Maize,Wholesale,14.69
2007-02-15,Nairobi,Nairobi,cereals and tubers,Maize (white),Wholesale,1322.5
2007-02-15,Nairobi,Nairobi,cereals and tubers,Potatoes (Irish),Wholesale,1544.44
2007-02-15,Nairobi,Nairobi,cereals and tubers,Sorghum,Wholesale,1670.0
2007-02-15,Nairobi,Nairobi,milk and dairy,"Milk (cow, pasteurized)",Retail,20.0
2007-02-15,Nairobi,Nairobi,oil and fats,Oil (vegetable),Retail,135.0
2007-02-15,Nairobi,Nairobi,pulses and nuts,Beans,Wholesale,31.35
2007-02-15,Nairobi,Nairobi,pulses and nuts,Beans (dry),Wholesale,2810.0
2007-02-15,Mandera,Mandera,cereals and tubers,Maize (white),Retail,23.0
2007-02-15,Kisumu,Kisumu,cereals and tubers,Maize,Wholesale,15.45
2007-02-15,Kisumu,Kisumu,cereals and tubers,Maize (white),Wholesale,1400.0
2007-02-15,Kisumu,Kisumu,cereals and tubers,Potatoes (Irish),Wholesale,807.18
2007-02-15,Kisumu,Kisumu,cereals and tubers,Sorghum,Wholesale,2510.0
2007-02-15,Kisumu,Kisumu,pulses and nuts,Beans,Wholesale,34.48
2007-02-15,Kisumu,Kisumu,pulses and nuts,Beans (dry),Wholesale,3170.0
2007-02-15,Turkana,Lodwar (Turkana),cereals and tubers,Maize (white),Retail,30.0
2007-02-15,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Maize,Wholesale,10.43
2007-02-15,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Maize (white),Wholesale,944.21
2007-02-15,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Potatoes (Irish),Wholesale,485.38
2007-02-15,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Sorghum,Wholesale,1189.47
2007-02-15,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans,Wholesale,46.45
2007-02-15,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans (dry),Wholesale,2784.0
2007-03-15,Mombasa,Mombasa,cereals and tubers,Maize,Wholesale,11.43
2007-03-15,Mombasa,Mombasa,cereals and tubers,Maize (white),Wholesale,1035.42
2007-03-15,Mombasa,Mombasa,pulses and nuts,Beans,Wholesale,33.49
2007-03-15,Mombasa,Mombasa,pulses and nuts,Beans (dry),Wholesale,3071.88
2007-03-15,Kitui,Kitui,cereals and tubers,Maize (white),Retail,8.0
2007-03-15,Kitui,Kitui,pulses and nuts,Beans (dry),Retail,23.0
2007-03-15,Marsabit,Marsabit,cereals and tubers,Maize (white),Retail,14.0
2007-03-15,Nairobi,Nairobi,cereals and tubers,Bread,Retail,27.0
2007-03-15,Nairobi,Nairobi,cereals and tubers,Maize,Wholesale,13.27
2007-03-15,Nairobi,Nairobi,cereals and tubers,Maize (white),Wholesale,1193.8
2007-03-15,Nairobi,Nairobi,cereals and tubers,Potatoes (Irish),Wholesale,1636.11
2007-03-15,Nairobi,Nairobi,cereals and tubers,Sorghum,Wholesale,1724.0
2007-03-15,Nairobi,Nairobi,milk and dairy,"Milk (cow, pasteurized)",Retail,20.0
2007-03-15,Nairobi,Nairobi,oil and fats,Oil (vegetable),Retail,135.0
2007-03-15,Nairobi,Nairobi,pulses and nuts,Beans,Wholesale,33.96
2007-03-15,Nairobi,Nairobi,pulses and nuts,Beans (dry),Wholesale,3056.0
2007-03-15,Mandera,Mandera,cereals and tubers,Maize (white),Retail,22.0
2007-03-15,Kisumu,Kisumu,cereals and tubers,Maize,Wholesale,15.03
2007-03-15,Kisumu,Kisumu,cereals and tubers,Maize (white),Wholesale,1384.35
2007-03-15,Kisumu,Kisumu,cereals and tubers,Potatoes (Irish),Wholesale,830.91
2007-03-15,Kisumu,Kisumu,cereals and tubers,Sorghum,Wholesale,2021.74
2007-03-15,Kisumu,Kisumu,pulses and nuts,Beans,Wholesale,38.56
2007-03-15,Kisumu,Kisumu,pulses and nuts,Beans (dry),Wholesale,3530.0
2007-03-15,Turkana,Lodwar (Turkana),cereals and tubers,Maize (white),Retail,30.0
2007-03-15,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Maize,Wholesale,10.8
2007-03-15,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Maize (white),Wholesale,1027.5
2007-03-15,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Potatoes (Irish),Wholesale,645.82
2007-03-15,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Sorghum,Wholesale,1208.33
2007-03-15,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans,Wholesale,42.18
2007-03-15,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans (dry),Wholesale,2729.0
2007-04-15,Mombasa,Mombasa,cereals and tubers,Maize,Wholesale,11.69
2007-04-15,Mombasa,Mombasa,cereals and tubers,Maize (white),Wholesale,1047.37
2007-04-15,Mombasa,Mombasa,pulses and nuts,Beans,Wholesale,33.89
2007-04-15,Mombasa,Mombasa,pulses and nuts,Beans (dry),Wholesale,3050.0
2007-04-15,Kitui,Kitui,cereals and tubers,Maize (white),Retail,8.0
2007-04-15,Kitui,Kitui,pulses and nuts,Beans (dry),Retail,30.0
2007-04-15,Marsabit,Marsabit,cereals and tubers,Maize (white),Retail,12.0
2007-04-15,Nairobi,Nairobi,cereals and tubers,Bread,Retail,27.0
2007-04-15,Nairobi,Nairobi,cereals and tubers,Maize,Wholesale,12.71
2007-04-15,Nairobi,Nairobi,cereals and tubers,Maize (white),Wholesale,1177.78
2007-04-15,Nairobi,Nairobi,cereals and tubers,Potatoes (Irish),Wholesale,1552.08
2007-04-15,Nairobi,Nairobi,cereals and tubers,Sorghum,Wholesale,1721.05
2007-04-15,Nairobi,Nairobi,milk and dairy,"Milk (cow, pasteurized)",Retail,20.0
2007-04-15,Nairobi,Nairobi,oil and fats,Oil (vegetable),Retail,130.0
2007-04-15,Nairobi,Nairobi,pulses and nuts,Beans,Wholesale,32.29
2007-04-15,Nairobi,Nairobi,pulses and nuts,Beans (dry),Wholesale,3016.0
2007-04-15,Mandera,Mandera,cereals and tubers,Maize (white),Retail,26.0
2007-04-15,Kisumu,Kisumu,cereals and tubers,Maize,Wholesale,13.3
2007-04-15,Kisumu,Kisumu,cereals and tubers,Maize (white),Wholesale,1225.56
2007-04-15,Kisumu,Kisumu,cereals and tubers,Potatoes (Irish),Wholesale,901.95
2007-04-15,Kisumu,Kisumu,cereals and tubers,Sorghum,Wholesale,1583.33
2007-04-15,Kisumu,Kisumu,pulses and nuts,Beans,Wholesale,39.57
2007-04-15,Kisumu,Kisumu,pulses and nuts,Beans (dry),Wholesale,3600.0
2007-04-15,Turkana,Lodwar (Turkana),cereals and tubers,Maize (white),Retail,31.0
2007-04-15,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Maize,Wholesale,12.76
2007-04-15,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Maize (white),Wholesale,1113.33
2007-04-15,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Potatoes (Irish),Wholesale,759.25
2007-04-15,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Sorghum,Wholesale,1166.67
2007-04-15,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans,Wholesale,46.57
2007-04-15,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans (dry),Wholesale,2840.0
2007-05-15,Mombasa,Mombasa,cereals and tubers,Maize,Wholesale,11.64
2007-05-15,Mombasa,Mombasa,cereals and tubers,Maize (white),Wholesale,1078.57
2007-05-15,Mombasa,Mombasa,pulses and nuts,Beans,Wholesale,34.37
2007-05-15,Mombasa,Mombasa,pulses and nuts,Beans (dry),Wholesale,3195.24
2007-05-15,Kitui,Kitui,cereals and tubers,Maize (white),Retail,8.0
2007-05-15,Kitui,Kitui,pulses and nuts,Beans (dry),Retail,34.0
2007-05-15,Marsabit,Marsabit,cereals and tubers,Maize (white),Retail,15.0
2007-05-15,Nairobi,Nairobi,cereals and tubers,Bread,Retail,27.0
2007-05-15,Nairobi,Nairobi,cereals and tubers,Maize,Wholesale,13.53
2007-05-15,Nairobi,Nairobi,cereals and tubers,Maize (white),Wholesale,1242.86
2007-05-15,Nairobi,Nairobi,cereals and tubers,Potatoes (Irish),Wholesale,1119.04
2007-05-15,Nairobi,Nairobi,cereals and tubers,Sorghum,Wholesale,1619.05
2007-05-15,Nairobi,Nairobi,milk and dairy,"Milk (cow, pasteurized)",Retail,20.0
2007-05-15,Nairobi,Nairobi,oil and fats,Oil (vegetable),Retail,130.0
2007-05-15,Nairobi,Nairobi,pulses and nuts,Beans,Wholesale,33.22
2007-05-15,Nairobi,Nairobi,pulses and nuts,Beans (dry),Wholesale,3071.0
2007-05-15,Mandera,Mandera,cereals and tubers,Maize (white),Retail,33.0
2007-05-15,Kisumu,Kisumu,cereals and tubers,Maize,Wholesale,14.24
2007-05-15,Kisumu,Kisumu,cereals and tubers,Maize (white),Wholesale,1292.38
2007-05-15,Kisumu,Kisumu,cereals and tubers,Potatoes (Irish),Wholesale,929.16
2007-05-15,Kisumu,Kisumu,cereals and tubers,Sorghum,Wholesale,1438.1
2007-05-15,Kisumu,Kisumu,pulses and nuts,Beans,Wholesale,34.96
2007-05-15,Kisumu,Kisumu,pulses and nuts,Beans (dry),Wholesale,3257.0
2007-05-15,Turkana,Lodwar (Turkana),cereals and tubers,Maize (white),Retail,29.0
2007-05-15,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Maize,Wholesale,12.54
2007-05-15,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Maize (white),Wholesale,1171.43
2007-05-15,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Potatoes (Irish),Wholesale,830.68
2007-05-15,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Sorghum,Wholesale,1555.0
2007-05-15,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans,Wholesale,45.85
2007-05-15,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans (dry),Wholesale,2772.0
2007-06-15,Mombasa,Mombasa,cereals and tubers,Maize,Wholesale,13.16
2007-06-15,Mombasa,Mombasa,cereals and tubers,Maize (white),Wholesale,1200.0
2007-06-15,Mombasa,Mombasa,pulses and nuts,Beans,Wholesale,35.58
2007-06-15,Mombasa,Mombasa,pulses and nuts,Beans (dry),Wholesale,3194.44
2007-06-15,Kitui,Kitui,cereals and tubers,Maize (white),Retail,9.0
2007-06-15,Kitui,Kitui,pulses and nuts,Beans (dry),Retail,35.0
2007-06-15,Marsabit,Marsabit,cereals and tubers,Maize (white),Retail,15.0
2007-06-15,Nairobi,Nairobi,cereals and tubers,Bread,Retail,27.0
2007-06-15,Nairobi,Nairobi,cereals and tubers,Maize,Wholesale,13.17
2007-06-15,Nairobi,Nairobi,cereals and tubers,Maize (white),Wholesale,1204.44
2007-06-15,Nairobi,Nairobi,cereals and tubers,Potatoes (Irish),Wholesale,589.4
2007-06-15,Nairobi,Nairobi,cereals and tubers,Sorghum,Wholesale,1570.59
2007-06-15,Nairobi,Nairobi,milk and dairy,"Milk (cow, pasteurized)",Retail,20.0
2007-06-15,Nairobi,Nairobi,oil and fats,Oil (vegetable),Retail,125.0
2007-06-15,Nairobi,Nairobi,pulses and nuts,Beans,Wholesale,33.66
2007-06-15,Nairobi,Nairobi,pulses and nuts,Beans (dry),Wholesale,3083.0
2007-06-15,Mandera,Mandera,cereals and tubers,Maize (white),Retail,29.0
2007-06-15,Kisumu,Kisumu,cereals and tubers,Maize,Wholesale,14.14
2007-06-15,Kisumu,Kisumu,cereals and tubers,Maize (white),Wholesale,1272.22
2007-06-15,Kisumu,Kisumu,cereals and tubers,Potatoes (Irish),Wholesale,867.52
2007-06-15,Kisumu,Kisumu,cereals and tubers,Sorghum,Wholesale,1400.0
2007-06-15,Kisumu,Kisumu,pulses and nuts,Beans,Wholesale,35.1
2007-06-15,Kisumu,Kisumu,pulses and nuts,Beans (dry),Wholesale,3200.0
2007-06-15,Turkana,Lodwar (Turkana),cereals and tubers,Maize (white),Retail,30.0
2007-06-15,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Maize,Wholesale,13.15
2007-06-15,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Maize (white),Wholesale,1204.71
2007-06-15,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Potatoes (Irish),Wholesale,666.66
2007-06-15,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Sorghum,Wholesale,1359.08
2007-06-15,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans,Wholesale,47.28
2007-06-15,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans (dry),Wholesale,2800.0
2007-07-15,Mombasa,Mombasa,cereals and tubers,Maize,Wholesale,13.2
2007-07-15,Mombasa,Mombasa,cereals and tubers,Maize (white),Wholesale,1183.91
2007-07-15,Mombasa,Mombasa,pulses and nuts,Beans,Wholesale,36.46
2007-07-15,Mombasa,Mombasa,pulses and nuts,Beans (dry),Wholesale,3310.87
2007-07-15,Kitui,Kitui,cereals and tubers,Maize (white),Retail,9.0
2007-07-15,Kitui,Kitui,cereals and tubers,Potatoes (Irish),Wholesale,1152.77
2007-07-15,Kitui,Kitui,cereals and tubers,Sorghum,Wholesale,1100.0
2007-07-15,Kitui,Kitui,pulses and nuts,Beans (dry),Retail,35.0
2007-07-15,Marsabit,Marsabit,cereals and tubers,Maize (white),Retail,15.0
2007-07-15,Nairobi,Nairobi,cereals and tubers,Bread,Retail,28.0
2007-07-15,Nairobi,Nairobi,cereals and tubers,Maize,Wholesale,13.4
2007-07-15,Nairobi,Nairobi,cereals and tubers,Maize (white),Wholesale,1215.91
2007-07-15,Nairobi,Nairobi,cereals and tubers,Potatoes (Irish),Wholesale,557.22
2007-07-15,Nairobi,Nairobi,cereals and tubers,Sorghum,Wholesale,1665.22
2007-07-15,Nairobi,Nairobi,milk and dairy,"Milk (cow, pasteurized)",Retail,20.0
2007-07-15,Nairobi,Nairobi,oil and fats,Oil (vegetable),Retail,140.0
2007-07-15,Nairobi,Nairobi,pulses and nuts,Beans,Wholesale,35.38
2007-07-15,Nairobi,Nairobi,pulses and nuts,Beans (dry),Wholesale,3261.0
2007-07-15,Mandera,Mandera,cereals and tubers,Maize (white),Retail,25.0
2007-07-15,Kisumu,Kisumu,cereals and tubers,Maize,Wholesale,14.75
2007-07-15,Kisumu,Kisumu,cereals and tubers,Maize (white),Wholesale,1386.67
2007-07-15,Kisumu,Kisumu,cereals and tubers,Potatoes (Irish),Wholesale,811.11
2007-07-15,Kisumu,Kisumu,cereals and tubers,Sorghum,Wholesale,1400.0
2007-07-15,Kisumu,Kisumu,pulses and nuts,Beans,Wholesale,41.22
2007-07-15,Kisumu,Kisumu,pulses and nuts,Beans (dry),Wholesale,3733.0
2007-07-15,Turkana,Lodwar (Turkana),cereals and tubers,Maize (white),Retail,30.0
2007-07-15,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Maize,Wholesale,13.11
2007-07-15,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Maize (white),Wholesale,1191.43
2007-07-15,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Potatoes (Irish),Wholesale,621.15
2007-07-15,Uasin Gishu,Eldoret town (Uasin Gishu),cereals and tubers,Sorghum,Wholesale,1389.52
2007-07-15,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans,Wholesale,47.2
2007-07-15,Uasin Gishu,Eldoret town (Uasin Gishu),pulses and nuts,Beans (dry),Wholesale,2723.0
2007-08-15,Mombasa,Mombasa,cereals and tubers,Maize,Wholesale,13.17
2007-08-15,Mombasa,Mombasa,cereals and tubers,Maize (white),Wholesale,1202.17
2007-08-15,Mombasa,Mombasa,pulses and nuts,Beans,Wholesale,36.76
2007-08-15,Mombasa,Mombasa,pulses and nuts,Beans (dry),Wholesale,3371.74
2007-08-15,Kitui,Kitui,cereals and tubers,Maize (white),Retail,9.0
2007-08-15,Kitui,Kitui,cereals and tubers,Potatoes (Irish),Wholesale,866.66
2007-08-15,Kitui,Kitui,cereals and tubers,Sorghum,Wholesale,2525.0
2007-08-15,Kitui,Kitui,pulses and nuts,Beans (dry),Retail,35.0
2007-08-15,Marsabit,Marsabit,cereals and tubers,Maize (white),Retail,15.0
2007-08-15,Nairobi,Nairobi,cereals and tubers,Bread,Retail,28.0
2007-08-15,Nairobi,Nairobi,cereals and tubers,Maize,Wholesale,13.17
2007-08-15,Nairobi,Nairobi,cereals and tubers,Maize (white),Wholesale,1197.73
2007-08-15,Nairobi,Nairobi,cereals and tubers,Potatoes (Irish),Wholesale,875.68
2007-08-15,Nairobi,Nairobi,cereals and tubers,Sorghum,Wholesale,1943.48
2007-08-15,Nairobi,Nairobi,milk and dairy,"Milk (cow, pasteurized)",Retail,22.0
2007-08-15,Nairobi,Nairobi,oil and fats,Oil (vegetable),Retail,140.0
2007-08-15,Nairobi,Nairobi,pulses and nuts,Beans,Wholesale,33.65
2007-08-15,Nairobi,Nairobi,pulses and nuts,Beans (dry),Wholesale,3148.0
2007-08-15,Mandera,Mandera,cereals and tubers,Maize (white),Retail,30.0
2007-08-15,Kisumu,Kisumu,cereals and tubers,Maize,Wholesale,15.36
2007-08-15,Kisumu,Kisumu,cereals and tubers,Maize (white),Wholesale,1400.0
